tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
754309,MERT SÜZÜK,2022,"Recep Tayyip Erdoğan Üniversitesi Eğitim ve Araştırma Hastanesi evde sağlık hizmetleri birimine kayıtlı 65 yaş üstü malnütre hastaların beslenme müdahalesi sonrası değerlendirilmesi<br><span style='font-style: italic';>After nutritional intervention evaluation of malnuture patients aged over 65, registered to home healthcare service of Recep Tayyip Erdogan University the Training and Research Hospital",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('0lZ3zVTQ8WlLAXeoI_guTg','UByMSKJXw4fqfBYgJnnP9A')"
750409,PINAR SİVRİKAYA,2022,"Premenstruel disforik bozukluk ve premenstruel sendrom tanılı olgularda çocukluk çağı travmatik yaşantılarının kendine zarar verme davranışı, intihar girişimi ve cinsel işlev üzerine etkisinin incelenmesi<br><span style='font-style: italic';>Investigation of the effect of childhood traumatic experiences on self-harming behavior, suicide attempt and sexual function in patients diagnosed with premenstruel dysforic disorder and premenstruel syndrome",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('-6JPwvIJVrBaKxM__LiiDQ','f3HWIigNNNbJfsClpysNmA')"
758441,YUSUF ÖNDER ÖZSAĞIR,2022,Ürotelyal karsinomda moleküler subtiplendirilme ve EGFR (Epidermal büyüme faktörü reseptörü) ekspresyonunun araştırılması<br><span style='font-style: italic';>Molecular subtyping and investigation of EGFR (epidermal growth factor receptor) expression in urothelial carcinoma,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('CmtXvHZINWKBdoX5dj281Q','7vs1qHpjTrExaSdfyiMuVQ')"
769958,AYŞE KARAKULLUKÇU,2022,Aile hekimliği anabilim dalları ve klinikleri\'nde 2000-2020 yılları arasında yapılan tıpta uzmanlık tez çalışmalarının bibliyometrik analizi<br><span style='font-style: italic';>Bibliometric analysis of medical speciality dissertations studies in family medicine departments and clinics between 2000-2020,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('kypw5GWyGzVCofvNXAq3KQ','WYtqlBYCXKz5Ay8rqHF_-Q')"
768726,DEMET KARAGÖZ,2022,Pandemi sürecinde Rize\'de kamu çalışanlarında tütün kullanım düzeyi ve ilişkili faktörler<br><span style='font-style: italic';>Tobacco use and related factors among public institute employees in Rize during the pandemic,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Halk Sağlığı = Public Health," onclick=tezDetay('NMp9zgOsOb6t3kpMuwvNcA','L9EW6KDikhTevQAj8p32Bg')"
762230,MUHAMMET UĞUR OK,2022,Sıçan modelinde L-karnitin ve spongostanın kıkırdak defekti üzerindeki iyileştirme etkileri<br><span style='font-style: italic';>The healing effects of L-carnitine and spongostane on cartilage defect in rat model,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('Md-UC7uKYq9qEO5L8qZ5bA','jLopErqTFJpG6Abrzr57Xg')"
779441,SEDA SARIHAN,2023,Lomber disk hernilerinde anestezi sırasında hemodinamik değişikliklerin ve sıvı yanıtının Pleth Variability Index (PVI) ile değerlendirilmesi: Prospektif gözlemsel çalışma\'<br><span style='font-style: italic';>Evaluation of hemodynamic changes and fluid response during anesthesia in lumbar disc hernias with Pleth Variability Index (PVI) prospective observational study,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('c8RYOS9j4--tmt_wCn0glg','6DIRuS8Z2BCgvHG2FnnzkQ')"
764833,KADİR İLKKILIÇ,2014,Endemik guatr bölgesinde subklinik ve klinik hipotiroidi hastalarında anemi sıklığı ve tiplerinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of anemia frequency and types in patients with subclinical and clinical hypothyroidism in the endemic goiter region,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('B454d5oQ8KA_o-T01_dnuA','6A-Ml2eLeKC4q9oqW-upLA')"
767671,MUZAFFER ŞENOL,2022,"Covıd-19 pnömoni tanısı ile yatarak tedavi gören hastalarda mortaliteyi öngörmede QSOFA, PSI, CURB-65 ve MuLBSTA skorlamalarının rolü<br><span style='font-style: italic';>The role of  QSOFA, PSI, CURB-65 and MuLBSTA scores in prediction of mortality in treated patients with  diagnosis of COVİD-19 pneumonia",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('gZAr5T9qtyLoyMJdcqXkBQ','G4gkJtUU2IXmi0cZ_nHX2g')"
770963,İSMAİL VEHBİ İMAMOĞLU,2020,Tibia pilon kırığı nedeniyle opere edilenhastaların ayak bileği fonksiyonlarının klinik veradyolojik değerlendirilmesi<br><span style='font-style: italic';>Clinical and radiological evaluation of ankle functions of patients operateddueto tibia pylon fracture,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('NZpAgrKwpsIP7u3U_bR0Rw','MMZ3KMrafL0AetJZbYX0gg')"
777418,DOĞANCAN SÖNMEZ,2023,Depresyon hastalarında bedensel belirtilerin problem çözme becerileri üzerine etkisi<br><span style='font-style: italic';>The effects of physical symptoms on problem solving skills in depressed patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('YhOnJmY_EELthdZF77X3Yw','aSkJceFgzpDNGHNHqxp67w')"
770981,HAMİDE BETÜL GÜN,2022,Yeni tanı diffüz büyük B hücreli lenfoma hastalarında klinik prognostik faktörler ile FDG PET/BT\'de tüm vücut metabolik tümör volümünün hastalık sağkalımı üzerine etkisi<br><span style='font-style: italic';>The effect of whole body metabolic tumor volume and clinical prognostic factors on disease survival on PET-CT in newly diagnosed diffuse large B-cell lymphoma patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('J5A_qxguwjhaLwBtytNbZA','CGLzF15NvHnd7OApdM0nFg')"
881799,AHMET ACIPAYAM,2014,Toraks travması nedeniyleacil servise başvuran hastalarınbaşvuru süreleri ve travma şekli ile morbidite ve mortalite arasındaki ilişki<br><span style='font-style: italic';>The relationship between the application time and type of trauma and morbidity and mortality of patients applied to the emergency servicedue to thoracic trauma,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Cerrahisi = Thoracic Surgery," onclick=tezDetay('SQN0Ta6UVQOy5rON0L4Wqw','Xsj8bXeHD40p1VryphQBYQ')"
539695,MUHAMMET KAİM,2019,Keratokonus tedavisinde korneal crosslinking uygulanan hastalarımızın 2 (iki) yıllık sonuçları<br><span style='font-style: italic';>Two-year corneal crosslinking outcomes in patients with keratoconus,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('cjQEjne3jxwUx88I992QJQ','bUvouNQAiz_oSJjR9TJwPQ')"
892088,ŞAFAK YILDIRIM,2018,Penisilin alerjisi persistansında etkili olan faktörler<br><span style='font-style: italic';>Factors affecting penicillin allergy persistence,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Allerji ve İmmünoloji = Allergy and Immunology," onclick=tezDetay('sBVoVRiSXZKLHPdnPZGeYA','EKI08HxRwOLN4hUSg1fvNA')"
464085,ENSAR DURMUŞ,2017,Acil servise başvuran erişkin hastalarda derin hiponatreminin mortalitesi<br><span style='font-style: italic';>The mortality of deep hyponatremia in adult patients admitted to emergency service,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İlk ve Acil Yardım = Emergency and First Aid," onclick=tezDetay('yFzJEgAfmdK03e_Ka8OnUQ','VoD5WekdpivbZ034G74v3g')"
665745,ÖMER BAŞBÜK,2021,Nefrektomi ameliyatlarında üst ekstremitelerde doku oksijenizasyonunun değerlendirilmesi<br><span style='font-style: italic';>Evaluation of tissue oxygenation in upper extremities in nephrectomy surgeries,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('r3XOG5QNxVgX3IOegKRrqQ','sTyvPfLQgkJi58p7TdDGFQ')"
675377,HASAN AKGÖZ,2021,Keratokonus hastalarında korneal çapraz bağlama sonrası gözyaşı parametreleri ve meibomian bez morfolojisinin kornealtopografi ile değerlendirilmesi<br><span style='font-style: italic';>Evaluation of tear parameters and meibomian gland morphology by corneal topography in keratoconus patients after corneal cross-linking,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('W36CacbtDyR2vJs3P38P2Q','HTV9y7R0Bkafv3w8A5ii5A')"
552722,KAMİLE ÖTER,2019,Sistemik izotretinoinin gözyaşı fonksiyonları ve kornea endoteli üzerine olan kısa dönem etkileri<br><span style='font-style: italic';>The short term changes in tear function and corneal endothelium in patients using systemic isotretinoin,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('Mgl_iWn2mVDpJueonqGrGA','g1KNgfLfUGvMAgl_tsEq-w')"
623778,EMRE YILMAZ,2020,İç hastalıkları kliniklerinde takip ve tedavi edilen süper yaşlıların sağlık durumlarının dahili açıdan değerlendirilmesi<br><span style='font-style: italic';>Internal evaluation of health status of super-elderly patients who are followed and treated in internal di̇seases clinic,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Geriatri = Geriatrics," onclick=tezDetay('43Tviu--M1_wCSrxFmDF4Q','9JgnEXZsY1kTmpo6trWhfA')"
644492,ÖZGE KİTAPÇI,2020,"Helicobacter pylori eradikasyonunda levofloksasin temelli üçlü tedavi, dörtlü tedavi ve yüksek doz amoksisilin içeren bizmutlu tedavi rejimlerinin retrospektif karşılaştırılması<br><span style='font-style: italic';>Retrospective evaluation of the eradication rates of levofloxacin basedtriple therapy, levofloxacin based quadruple therapy and high dose amoxicillin dual therapy protocols used in helicobacter pylori treatment",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('Ur3maeum8TpJvVwXv8-Dig','TnyjsT10lwUZr_p5kjsxqw')"
571131,VAHİDE TUTUK,2019,Şizofreni tanısı ile takip edilen hastalarda cerebellum lobül hacimlerinin MR görüntüler kullanılarak değerlendirilmesi<br><span style='font-style: italic';>The evaluation of cerebellum lobular volumes in patients followed by the diagnosis of schizophrenia using MR images,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anatomi = Anatomy," onclick=tezDetay('S_8-V_uJ3X4lYAnx69kCBw','KcCrSkk10rzjwcMJVT5X5Q')"
549375,OĞUZHAN BODUR,2019,Gastroözofageal reflü hastalığının özofajit veya gastrit ile olan birlikteliğinin supraventriküler ve ventrikuler prematür kontraksiyon ile ilişkisi<br><span style='font-style: italic';>The association of gastroesophageal reflux disease with esophagitis or gastritis relationship between supraventricular and ventricular prematurity contracture,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('QbUHs31U9eXK5h1Q5aF00A','PFm_1hkONwhtZhLWt-d4Aw')"
435729,ENES YİĞİT,2016,Alt kranial sinirlerin boyundaki seyirlerinde görülen anatomik farklılıklar<br><span style='font-style: italic';>Anatomical  variations  of the lower cranial nerves in the neck,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Adli Tıp = Forensic Medicine," onclick=tezDetay('UJ5q9PW-lFHIb4blnNm4tw','IRnf4TwUSAgHtn9Agf-GxA')"
703136,MUSTAFA BAŞARAN,2021,Boyun lenfadenopatilerinde dual enerji bilgisayarlı tomografi bulgularının histopatoloji sonuçları ile korelasyonu<br><span style='font-style: italic';>Correlation of dualenergy computed tomography findings with histopathology results in neck lymphadenopathies,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('CyKD9ZP3NhN54NxArrPqRA','2XAvlwAbifRvL4RzOuPOsw')"
675358,YASİN KARATAŞ,2021,Engelli çocukların sağlık hizmetinden yararlanması ve ebeveynlerin memnuniyetini etkileyen faktörlerin değerlendirilmesi<br><span style='font-style: italic';>Utilization of health care for children with disabilities and evaluation of factors determining parental satisfaction,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('I8bGsz-_JucJuJOMS38E3Q','yNFzJlAuznakgXpin1c0RQ')"
497473,MÜCAHİT TAFLAN,2017,Femur boyun kırıklı yaşlı hastalarda preoperatif hedefe yönelik beslenme ve sıvı tedavisinin perioperatif hemodinamik takip ve sonuçları<br><span style='font-style: italic';>Perioperative hemodynamic follow-up and results of preoperative aim nutrition and fluid treatment in femoral neck fracture elderly patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('1pbFgvnB4tYCcuvBimFEpQ','ADpVE4KhiDrZi8JTMv088w')"
464086,ALİEKBER TAYFUN,2017,"Ankilozan spondilitli hastalarda serum IL-17 ve IL-23 düzeylerinin hastalık aktivitesi, fonksiyonel durum ve yaşam kalitesi ile ilişkisi<br><span style='font-style: italic';>Relationship between IL-17 and IL-23 levels with disease activity, functional status and quality of life in ankylosing spondylitis patients",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('ZZ4ziSDZOVHn1zNDJKjo0g','XuSdBU7OxDMquyUhrtBRnQ')"
427236,FİLİZ MERCANTEPE,2016,Obez kadınlarda serum endocan düzeyleri ile diğer endotel disfonksiyon belirteçleri arasındaki ilişkinin incelenmesi<br><span style='font-style: italic';>The investigation of relationship between serum endocan levels and the other predictors of endothelial dysfunction in obese women,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('WgaePwowJ7VWIbqosM-cPA','vcNs0N4vBgWE8rscRKfJUw')"
523908,NESLİHAN HATINOĞLU,2018,Düşük akımlı anestezi altında uygulanan elektif trioidektomi operasyonunda baş pozisyonunun karotid arter kan akımına etkileri<br><span style='font-style: italic';>The effect of head position in elective thyroidectomy with low flow anesthesia on carotid artery blood flow,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('h6N6FmTMwMek4FHwrNhVNA','-VwMtSfJUXW6LITu_FaJYw')"
435731,DOĞUKAN ÖZDEMİR,2016,Protective role of whortleberry extract against cisplatin induced ototoxicity in rats<br><span style='font-style: italic';>Çay üzümü ekstresinin ratlarda cisplatin ototoksisitesi üzerine koruyucu etkisi,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('cE5cp5inQRzn7i7e9xy3MA','0WWXJXWvTTojCIP4thm0SA')"
704834,ERDEM MEMİŞ,2021,Aile hekimlerinde psikolojik dayanıklılık durumu ve etkili faktörler: Rize ili örneği<br><span style='font-style: italic';>Psychological resilience status and related factors in family physicians: Rize province-based,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('D7VcdDlm3TJcStHnzSN3Mg','xRI75sFuiuxVweG-WFz8Cg')"
535566,VOLKAN GÜNEŞ,2014,Diz osteoartritinin sementli total artroplasti ile tedavisininsonuçları<br><span style='font-style: italic';>Results of knee osteoarthri̇ti̇s treatment wi̇th cemented total artroplasty,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('-BdUFsYEi88Dobl54FIeZw','y6BUGzRO8NVPZejOqUWzeA')"
629217,EMRE KARAGÖZ,2020,Lomber disk cerrahisinde genel ve spinal anestezinin intraoküler basınç üzerine etkilerinin karşılaştırılması<br><span style='font-style: italic';>The comparison of the effects of general anesthesia and spinal anesthesia on intraocular pressure in lumbar disc surgery,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('rgF3Dnj2buJsq54AsCtWbQ','pp9Gz35CfoG1UA-wJ0CvVw')"
508090,BÜŞRA ACAR MANTAR,2018,Psoriazis hastalarında fms-like tirozin kinaz-1 seviyeleri<br><span style='font-style: italic';>Fms-like tyrosine kinase-1 levels in psoriasis diseases,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('aw1N12LSBTEPxz7ORLVErA','Pracfg8_YnJ6uVpLe0VPFg')"
618297,EMRE AYDIN,2020,%100 oksijenize ve normal atmosferik koşullarda \'transepitelyal korneal crosslinking\' uygulanan hastalarımızın 6 (altı) aylık sonuçlarının karşılaştırılması<br><span style='font-style: italic';>Comparasion of 6(six) months results of our patients after \'%100 oxygenized and normal atmospheric conditions transepithelial corneal crosslinking\',Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('zbSZF9HpZWOrSNGQ33xpIQ','H_jqSTO_YGw7onmxRVG-gg')"
686198,ORHAN SEMERCİ,2021,"Tiroid bezinin primer taşlı yüzük hücreli (vakuole) neoplazilerinin morfolojik, histokimyasal ve immünhistokimyasal analizi<br><span style='font-style: italic';>Morphological, histochemical and immunohistochemical analysis of primary signet ring cell (vacuoleted) neoplasms of the thyroid gland",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Patoloji = Pathology," onclick=tezDetay('gvv-dwoOqLjbFppynMrJSg','jbQu4-44hDUve-ocrrlBjQ')"
688085,MERVE TÜRKER,2021,Beyaz çayın karaciğer fibrozisi üzerindeki etkisinin araştırılması<br><span style='font-style: italic';>Investigation of the effects of white tea on liver fibrosis,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('IYTPYMxLbkQhtBYG-na8mw','G4PvJyZ9LxniepaUSPy2dA')"
629027,ARZU SALİHA MUTİ,2020,Rize ilinde yaşayan 4-11 yaş arası  çocuklarda enkoprezis sıklığının araştırılması ve etiyolojide rol alan etkenlerin araştırılması<br><span style='font-style: italic';>The rate of encopresis in children aged 4-11 years living in Rize provice research and investigation of the role factors in ethiology,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('Ar4bEhgU3tOJpoc81myKAg','V7qKXGzoRHDY9yBSibNREw')"
666708,ESMA OMAR,2021,Gebelik depresyonu ve ilişkili faktörlerin değerlendirilmesi<br><span style='font-style: italic';>Depression in pregnancy and evaluation of related factors,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('zkKWy46czYKb4ZD2jwg5wg','nDTGqoIJpObTwpjK6RwmBQ')"
435732,AYDIN COŞKUN,2016,NGAL\'in(neutrophil gelatinase-associated lipocalin) akut gastrointestinal sistem kanamalarinda ortaya çikabilecek böbrek fonksiyon bozukluğunu erken öngörmedeki rolü ve prognostik etkisi<br><span style='font-style: italic';>Neutrophil gelatinase associated lipocalin (NGAL) on acute gastrointestinal bleeding disorders of the kidney function that may occur EARLY impact of predictive and prognostic role),Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İlk ve Acil Yardım = Emergency and First Aid," onclick=tezDetay('RIoG2TM034n3wDgktHPuHw','peuZ9EbaBu_piKTugnSodQ')"
618336,MUMİN MURAT YAZICI,2020,Acil serviste künt torakoabdominal travmalı hastaların takip ve taburculuk kararında yatakbaşı ultrason ve biyokimyasal belirteçlerin karşılaştırılması<br><span style='font-style: italic';>Comparison of bedside ultrasound and biochemical markers in the follow-up and discharge decision of patients with blunt thoraco-abdominal trauma in the emergency department,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('writJiCVKDgjdYRiANNDPA','nm7BMhtOtv-k0tVxsimk-Q')"
658008,BAHAR CEREN BİBER,2020,Demir eksikliği olan hastalarda yapılan gastroskopi (Endoskopi ve kolonoskopi) sonuçlarının değerlendirilmesi<br><span style='font-style: italic';>Evaluation of gastroscopy (Endoscopy and colonoscopy) results in patients with iron deficiency,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('Lj2daMcGGsawfTpygR3lKA','FbNAQQ7qYY9AaU_eN0JF7Q')"
624980,İLKNUR MERVE AYAZOĞLU,2019,Ratlarda oluşturulan over iskemi- reperfüzyon hasarı üzerine tenoksikamın etkisi<br><span style='font-style: italic';>The effect of tenoxicam on over ischemia-reperfusion damage in rats,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('gg7ae9MHipfvt70otr-n8g','agpgePmCvXhdFGNuhSXEwA')"
622127,SAİD KOCAKAYA,2019,Recep Tayyip Erdoğan Üniversitesi Tıp Fakültesi Eğitim ve Araştırma Hastanesinde kan ürünlerinin transfüzyon endikasyonlarının ve komplikasyonlarının değerlendirilmesi<br><span style='font-style: italic';>Evaluation of transfusion indications and complications of blood products in RTEU Medical Faculty Training and Research Hospital,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Hematoloji = Hematology," onclick=tezDetay('-2JWpA1P9Eb0jWXQRVW43g','-kGh0Jtdd7lDFZItJm_3xQ')"
659183,GÜL KESİMAL,2021,"Elektif nazal cerrahilerde minimal, düşük ve yüksek akım anestezinin vücut sıcaklığı ve doku oksijenasyonuna etkisinin araştırılması<br><span style='font-style: italic';>Investigation of the effect of minimal, LW and HİGH flow anesthesia on body temperature and tissue oxygenation in elective nasal surgeries",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('TBLzTGbjm9UwOuAZ7nRv3A','hAYiOViMereLC-YAuwoiIg')"
629854,AYŞENUR GENGÖRÜ,2020,Yenidoğanlarda standart ve standart olmayan yöntemle yapılan boy ve ayak boyu ölçümlerinin güvenilirliğinin karşılaştırılması<br><span style='font-style: italic';>Comparison of the reliability of length and foot length measurements made with the standard and non standard method in newborn,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('hB7KrSHGZp5TUFLB2HFaeg','Eyg7787llfkHEMbUuE3-HQ')"
476357,GÖKHAN EMİROĞLU,2015,Ratlarda Curcumın\'in nasal mukozada yara yeri iyileşmesi üzerine etkisi<br><span style='font-style: italic';>The effect of Curcumin on wound healing of nasal mucosa in rats,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('o2VlewDtxW1owdfKPlNqAw','NlA66Y51O_g3Ci6qjzc2Rg')"
618173,ZEKİ UĞUR,2020,Angiopoietin-like protein 8 ve angiopoietin-like protein 2 seviyelerinin polikistik over sendromu ve obezite ile ilişkisi<br><span style='font-style: italic';>The relationship between angiopoietin-like  protein 8 and angiopoietin-like protein 2 levels with polycystic ovary syndrome and obesity,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('pyJi9pA4zjbhaIyk85afGw','RKX3UnL-IJLbBMml9rwAbQ')"
464083,BAYRAM KIZILKAYA,2017,"Recep Tayyip Erdoğan Üniversitesi Tıp Fakültesi Tıbbi Onkoloji Polikliniğine başvuran hastaların kemoterapi ile böbrek, tiroid fonksiyonları ve hormonal durumun değişimi<br><span style='font-style: italic';>Renal, thyroid function and hormonal changes in the patients who attended The Oncology Outpatient Clinic of Recep Tayyip Erdogan University Faculty of Medicine",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('LjpoO3XyPfUwq35EmkHn8A','zqc4QNz51_GBKjuRsm9hnA')"
625593,YELDA KILIÇ,2020,18 ay altı bebeklerde kraniyal travma sonrası tanı ve takipte tomografi kullanımı<br><span style='font-style: italic';>Use of tomography in diagnosis and follow-up after  cranial  trauma  in  infants  under  18  months,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('SFUtPR5qwsZExLh-7vUskw','HSJqH1c1osyyCuudqfSGHw')"
435727,ZEYNEP SERDAROĞLU UZUNER,2016,Travay şeklinin ve süresinin maternal ve fetal oksidatif stres üzerine etkisi<br><span style='font-style: italic';>The effect of labour type and duration on maternal and fetal oxidative stress,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('pphBL-q8Kja8SSaZphpP1g','aX6xTd451Dje_9zXCYNO8g')"
597195,ERTAN ZENGİN,2019,Palatin tonsil büyümesinin benign ve malign ayrımında difüzyon ağırlıklı görüntülemenin tanıya katkısı<br><span style='font-style: italic';>The contribution of diffusion-weighted imaging to the diagnosis of benign and malignant cause of palatine tonsil enlargement,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('RMP9uZtNP8Um34voTSswXw','rQdng7DGyJsTVWzHr1hKlA')"
539760,SEMA KOÇYİĞİT KALCAN,2018,Yoğun bakım hastalarının idrar kültürlerinden izole edilen escherichia coli suşlarında fimh single nükleotid polimorfizmi araştırılması<br><span style='font-style: italic';>Investigation of fimh single nucleotide polymorphism in escherichia coli strains isolated from urinary cultures of intensive care patients,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('jpNAceZSXNCu8aIIiKtPNA','EbK4GAhLbiAYm60Q5pck6Q')"
664841,YELİZ MALAY,2020,Obez ve non-obez polikistik over sendromlu kadınlarda serum irisin ve leptin düzeylerinin karşılaştırılması<br><span style='font-style: italic';>Comparison of serum irisin and leptin levels in obese and non-obese women with  polycystic ovary syndrome,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('64ROs37eN4TYf7aVEwaTJQ','oZum1hiEToWAIA-g8CximA')"
639777,SELİN ONAY IŞIK,2020,"Türkiye\'de yeni başlayan otizm spektrum bozukluğu tarama programının etkinlik değerlendirmesi, yaşanan sorunlar ve çözüm öneriler<br><span style='font-style: italic';>Effectivity of autism spectrum disorders screening in Turkey, problems and solutions",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('bymEPvyy8TrS9FFOwNXAGw','6JNN2JKSIYt7kBLifsaBEw')"
